2025-06-17 13:37:07,396 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:37:07,397 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_133707.log
2025-06-17 13:37:07,397 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:37:07,397 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:37:07,398 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 13:37:07,398 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [100, 2000, 100]
2025-06-17 13:37:07,398 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:37:07,399 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:37:07,399 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 13:37:07,400 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:37:07,400 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 3 number of polynomial blocks
2025-06-17 13:37:07,400 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=8.694418e-02 | ‖ω‖₁=9.935820e+01
  λ=1.000e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.391949e-02 | ‖ω‖₁=9.587438e+01
  λ=1.000e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.653283e-03 | ‖ω‖₁=9.400490e+01
  λ=1.000e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.234649e-02 | ‖ω‖₁=8.998664e+01
  λ=1.000e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.964776e+01 | ‖ω‖₁=8.442614e+01
  λ=1.000e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.017969e+00 | ‖ω‖₁=7.605727e+01
  λ=1.000e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.058980e+00 | ‖ω‖₁=6.807653e+01
  λ=1.000e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.592053e+00 | ‖ω‖₁=6.009226e+01
  λ=1.000e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.542956e+00 | ‖ω‖₁=5.211333e+01
  λ=1.000e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=7.957096e+00 | ‖ω‖₁=4.412758e+01
  λ=1.000e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.075321e+01 | ‖ω‖₁=3.614454e+01
  → at λ=1.000e-03:  r(λ)=100,  rel_err=6.226022e-01

-- Path iteration 2, λ = 1.200e-03   (r(λ) prev = 100)
  λ=1.200e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=7.712383e-02 | ‖ω‖₁=9.932037e+01
