2025-06-17 13:13:04,759 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 13:13:04,760 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_131304.log
2025-06-17 13:13:04,760 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 13:13:04,760 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 13:13:04,761 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 100
2025-06-17 13:13:04,761 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [100, 2000, 100]
2025-06-17 13:13:04,762 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 13:13:04,762 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 13:13:04,762 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 13:13:04,763 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 13:13:04,763 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 13:13:04,763 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=100 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 100)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.563279e-01 | ‖ω‖₁=9.932116e+01
  λ=1.000e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.698538e-02 | ‖ω‖₁=9.437984e+01
  λ=1.000e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.434007e-02 | ‖ω‖₁=9.191831e+01
  λ=1.000e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.219705e-02 | ‖ω‖₁=8.722428e+01
  λ=1.000e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.826615e-02 | ‖ω‖₁=8.258410e+01
  λ=1.000e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.582763e-02 | ‖ω‖₁=7.637536e+01
  λ=1.000e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.652659e-02 | ‖ω‖₁=7.015549e+01
  λ=1.000e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.689166e-02 | ‖ω‖₁=6.310601e+01
  λ=1.000e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.297296e-02 | ‖ω‖₁=5.603429e+01
  λ=1.000e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=6.625517e-02 | ‖ω‖₁=4.855615e+01
  λ=1.000e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.823615e-02 | ‖ω‖₁=4.108629e+01
  → at λ=1.000e-03:  r(λ)=100,  rel_err=5.277639e-02

-- Path iteration 2, λ = 1.200e-03   (r(λ) prev = 100)
  λ=1.200e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.334877e-01 | ‖ω‖₁=9.924036e+01
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.818521e-02 | ‖ω‖₁=9.345430e+01
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.251234e-02 | ‖ω‖₁=8.999491e+01
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.475773e-02 | ‖ω‖₁=8.372496e+01
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.642049e-02 | ‖ω‖₁=7.747554e+01
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.434850e-02 | ‖ω‖₁=6.967027e+01
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.659166e-02 | ‖ω‖₁=6.184485e+01
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.599545e-02 | ‖ω‖₁=5.321598e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.121853e-02 | ‖ω‖₁=4.458973e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=6.475397e-02 | ‖ω‖₁=3.561217e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.928734e-02 | ‖ω‖₁=2.674481e+01
  → at λ=1.200e-03:  r(λ)=100,  rel_err=5.307822e-02

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 100)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=6.394463e-01 | ‖ω‖₁=9.911479e+01
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.179670e-01 | ‖ω‖₁=9.144207e+01
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.966695e-02 | ‖ω‖₁=8.605390e+01
