2025-06-17 12:37:33,497 - sparsemodesnet.heat_equation - INFO - Starting heat_equation experiment
2025-06-17 12:37:33,497 - sparsemodesnet.heat_equation - INFO - Log file: logs/heat_equation_20250617_123733.log
2025-06-17 12:37:33,498 - sparsemodesnet.heat_equation - INFO - Experiment: Heat Equation
2025-06-17 12:37:33,498 - sparsemodesnet.heat_equation - INFO - Data shape: (128, 1000)
2025-06-17 12:37:33,498 - sparsemodesnet.heat_equation - INFO - POD dimension: 128
2025-06-17 12:37:33,499 - sparsemodesnet.heat_equation - INFO - Hidden units: [128, 1200, 2400]
2025-06-17 12:37:33,499 - sparsemodesnet.heat_equation - INFO - Regularization method: dense2sparse
2025-06-17 12:37:33,499 - sparsemodesnet.heat_equation - INFO - Device: mps
2025-06-17 12:37:33,499 - sparsemodesnet.heat_equation - INFO - Training parameters: M=1.0, lr=0.001, batch_size=64
2025-06-17 12:37:33,500 - sparsemodesnet.heat_equation - INFO - Optimizer: Adam, knee_method: zmethod
2025-06-17 12:37:33,500 - sparsemodesnet.heat_equation - INFO - NN type: PiNetCCP with polynomial order of 2, and 1 number of polynomial blocks
2025-06-17 12:37:33,500 - sparsemodesnet.heat_equation - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Heat Equation: d=128, n=1000, s=128 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 128)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.614824e-03 | ‖ω‖₁=1.269293e+02
  λ=1.000e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.378334e-07 | ‖ω‖₁=1.086724e+02
  λ=1.000e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=6.957498e-08 | ‖ω‖₁=8.850843e+01
  λ=1.000e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.252227e-07 | ‖ω‖₁=6.831001e+01
  λ=1.000e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=1.411293e-07 | ‖ω‖₁=4.809626e+01
  λ=1.000e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.033874e-07 | ‖ω‖₁=2.786905e+01
  λ=1.000e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=3.396783e-07 | ‖ω‖₁=1.173786e+01
  λ=1.000e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=3.167177e-07 | ‖ω‖₁=1.029424e+01
  λ=1.000e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=8.992456e-07 | ‖ω‖₁=9.248515e+00
  λ=1.000e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=8.952424e-07 | ‖ω‖₁=8.399136e+00
  λ=1.000e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=4.411835e-07 | ‖ω‖₁=7.834099e+00
  λ=1.000e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=4.370186e-07 | ‖ω‖₁=7.375170e+00
