2025-06-17 12:51:55,315 - sparsemodesnet.heat_equation - INFO - Starting heat_equation experiment
2025-06-17 12:51:55,315 - sparsemodesnet.heat_equation - INFO - Log file: logs/heat_equation_20250617_125155.log
2025-06-17 12:51:55,316 - sparsemodesnet.heat_equation - INFO - Experiment: Heat Equation
2025-06-17 12:51:55,316 - sparsemodesnet.heat_equation - INFO - Data shape: (128, 1000)
2025-06-17 12:51:55,317 - sparsemodesnet.heat_equation - INFO - POD dimension: 128
2025-06-17 12:51:55,317 - sparsemodesnet.heat_equation - INFO - Hidden units: [128, 1200, 128]
2025-06-17 12:51:55,318 - sparsemodesnet.heat_equation - INFO - Regularization method: dense2sparse
2025-06-17 12:51:55,318 - sparsemodesnet.heat_equation - INFO - Device: mps
2025-06-17 12:51:55,318 - sparsemodesnet.heat_equation - INFO - Training parameters: M=1.0, lr=0.001, batch_size=64
2025-06-17 12:51:55,318 - sparsemodesnet.heat_equation - INFO - Optimizer: Adam, knee_method: zmethod
2025-06-17 12:51:55,319 - sparsemodesnet.heat_equation - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 12:51:55,319 - sparsemodesnet.heat_equation - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Heat Equation: d=128, n=1000, s=128 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 128)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.494462e-04 | ‖ω‖₁=1.269361e+02
  λ=1.000e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.258068e-05 | ‖ω‖₁=1.088407e+02
  λ=1.000e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=5.158857e-07 | ‖ω‖₁=8.876519e+01
  λ=1.000e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.032246e-07 | ‖ω‖₁=6.857940e+01
  λ=1.000e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=8.171728e-06 | ‖ω‖₁=4.836086e+01
  λ=1.000e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=7.839760e-07 | ‖ω‖₁=2.810001e+01
  λ=1.000e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=6.643724e-07 | ‖ω‖₁=1.192833e+01
  λ=1.000e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=1.278797e-06 | ‖ω‖₁=1.043186e+01
  λ=1.000e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=1.904472e-06 | ‖ω‖₁=9.419251e+00
  λ=1.000e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=2.302504e-06 | ‖ω‖₁=8.574008e+00
  λ=1.000e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=2.239156e-06 | ‖ω‖₁=7.840725e+00
  λ=1.000e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=1.507315e-06 | ‖ω‖₁=7.327168e+00
  λ=1.000e-03 | Epoch 120 | lr=3.1250e-05 | Recon MSE=9.204719e-07 | ‖ω‖₁=6.883602e+00
  → at λ=1.000e-03:  r(λ)=128,  rel_err=2.622756e-03

-- Path iteration 2, λ = 1.100e-03   (r(λ) prev = 128)
  λ=1.100e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.557696e-04 | ‖ω‖₁=1.268320e+02
  λ=1.100e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.362777e-06 | ‖ω‖₁=1.069276e+02
  λ=1.100e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=3.518040e-05 | ‖ω‖₁=8.486208e+01
  λ=1.100e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.146411e-07 | ‖ω‖₁=6.266615e+01
  λ=1.100e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=1.509840e-06 | ‖ω‖₁=4.041409e+01
  λ=1.100e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=8.344984e-07 | ‖ω‖₁=1.810934e+01
  λ=1.100e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=9.374083e-07 | ‖ω‖₁=1.098544e+01
  λ=1.100e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=1.088863e-06 | ‖ω‖₁=9.733240e+00
  λ=1.100e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=1.201602e-06 | ‖ω‖₁=8.736053e+00
  λ=1.100e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=1.002399e-06 | ‖ω‖₁=7.889742e+00
  λ=1.100e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=5.693073e-07 | ‖ω‖₁=7.313758e+00
  λ=1.100e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=4.402341e-07 | ‖ω‖₁=6.836317e+00
  λ=1.100e-03 | Epoch 120 | lr=3.1250e-05 | Recon MSE=3.281841e-07 | ‖ω‖₁=6.419279e+00
  → at λ=1.100e-03:  r(λ)=128,  rel_err=1.614007e-03

-- Path iteration 3, λ = 1.210e-03   (r(λ) prev = 128)
  λ=1.210e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.017640e-04 | ‖ω‖₁=1.267058e+02
  λ=1.210e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.894195e-06 | ‖ω‖₁=1.048010e+02
  λ=1.210e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=3.571801e-06 | ‖ω‖₁=8.043915e+01
  λ=1.210e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.193029e-07 | ‖ω‖₁=5.597175e+01
  λ=1.210e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=5.405520e-07 | ‖ω‖₁=3.146469e+01
  λ=1.210e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.952543e-07 | ‖ω‖₁=1.180804e+01
  λ=1.210e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=1.671564e-06 | ‖ω‖₁=1.010610e+01
  λ=1.210e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=1.648472e-06 | ‖ω‖₁=9.043261e+00
  λ=1.210e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=1.691415e-06 | ‖ω‖₁=8.101953e+00
  λ=1.210e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=7.943313e-07 | ‖ω‖₁=7.396681e+00
  λ=1.210e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=4.333391e-07 | ‖ω‖₁=6.874265e+00
  λ=1.210e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=3.543548e-07 | ‖ω‖₁=6.410838e+00
  λ=1.210e-03 | Epoch 120 | lr=3.1250e-05 | Recon MSE=2.925492e-07 | ‖ω‖₁=5.994388e+00
  → at λ=1.210e-03:  r(λ)=128,  rel_err=1.512649e-03

-- Path iteration 4, λ = 1.331e-03   (r(λ) prev = 128)
  λ=1.331e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.842933e-04 | ‖ω‖₁=1.265846e+02
  λ=1.331e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.386817e-06 | ‖ω‖₁=1.024239e+02
  λ=1.331e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=3.359459e-05 | ‖ω‖₁=7.557296e+01
  λ=1.331e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.487330e-07 | ‖ω‖₁=4.861879e+01
  λ=1.331e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=6.187959e-07 | ‖ω‖₁=2.161566e+01
  λ=1.331e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=7.196744e-07 | ‖ω‖₁=1.064254e+01
  λ=1.331e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=7.275752e-07 | ‖ω‖₁=9.229272e+00
  λ=1.331e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=3.547592e-07 | ‖ω‖₁=8.249692e+00
  λ=1.331e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=3.103321e-07 | ‖ω‖₁=7.490908e+00
  λ=1.331e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=2.691812e-07 | ‖ω‖₁=6.917200e+00
  λ=1.331e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=2.643207e-07 | ‖ω‖₁=6.407768e+00
  λ=1.331e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=2.646152e-07 | ‖ω‖₁=5.944634e+00
  λ=1.331e-03 | Epoch 120 | lr=3.1250e-05 | Recon MSE=2.611530e-07 | ‖ω‖₁=5.517631e+00
  → at λ=1.331e-03:  r(λ)=128,  rel_err=1.418306e-03

-- Path iteration 5, λ = 1.464e-03   (r(λ) prev = 128)
  λ=1.464e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.238232e-04 | ‖ω‖₁=1.264500e+02
  λ=1.464e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.176493e-06 | ‖ω‖₁=9.985546e+01
  λ=1.464e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=2.814983e-07 | ‖ω‖₁=7.032750e+01
  λ=1.464e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.094533e-07 | ‖ω‖₁=4.064678e+01
  λ=1.464e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=1.434089e-05 | ‖ω‖₁=1.219745e+01
  λ=1.464e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=8.284712e-07 | ‖ω‖₁=9.891950e+00
  λ=1.464e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=6.146311e-07 | ‖ω‖₁=8.579009e+00
  λ=1.464e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=2.870092e-07 | ‖ω‖₁=7.663544e+00
  λ=1.464e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=2.510415e-07 | ‖ω‖₁=7.016734e+00
  λ=1.464e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=2.428397e-07 | ‖ω‖₁=6.464671e+00
  λ=1.464e-03 | Epoch 100 | lr=6.2500e-05 | Recon MSE=2.524501e-07 | ‖ω‖₁=5.965592e+00
  λ=1.464e-03 | Epoch 110 | lr=6.2500e-05 | Recon MSE=2.580593e-07 | ‖ω‖₁=5.507143e+00
  λ=1.464e-03 | Epoch 120 | lr=3.1250e-05 | Recon MSE=2.588197e-07 | ‖ω‖₁=5.080389e+00
  → at λ=1.464e-03:  r(λ)=128,  rel_err=1.403528e-03

-- Path iteration 6, λ = 1.611e-03   (r(λ) prev = 128)
  λ=1.611e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.018661e-04 | ‖ω‖₁=1.262921e+02
  λ=1.611e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.216642e-06 | ‖ω‖₁=9.698712e+01
  λ=1.611e-03 | Epoch  20 | lr=1.0000e-03 | Recon MSE=5.537857e-05 | ‖ω‖₁=6.444340e+01
  λ=1.611e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.771998e-07 | ‖ω‖₁=3.178557e+01
  λ=1.611e-03 | Epoch  40 | lr=5.0000e-04 | Recon MSE=3.623619e-06 | ‖ω‖₁=1.078330e+01
  λ=1.611e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.050956e-06 | ‖ω‖₁=9.062834e+00
  λ=1.611e-03 | Epoch  60 | lr=2.5000e-04 | Recon MSE=5.250928e-07 | ‖ω‖₁=7.855200e+00
  λ=1.611e-03 | Epoch  70 | lr=2.5000e-04 | Recon MSE=2.856437e-07 | ‖ω‖₁=7.098124e+00
  λ=1.611e-03 | Epoch  80 | lr=1.2500e-04 | Recon MSE=2.743916e-07 | ‖ω‖₁=6.469061e+00
  λ=1.611e-03 | Epoch  90 | lr=1.2500e-04 | Recon MSE=2.747044e-07 | ‖ω‖₁=5.912866e+00
