2025-06-17 16:28:36,811 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 16:28:36,812 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_162836.log
2025-06-17 16:28:36,812 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 16:28:36,812 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 16:28:36,813 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 200
2025-06-17 16:28:36,813 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [200, 5000, 200]
2025-06-17 16:28:36,813 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 16:28:36,814 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 16:28:36,814 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 16:28:36,814 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 16:28:36,815 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetCCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 16:28:36,815 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=200 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 200)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.799109e-01 | ‖ω‖₁=1.989247e+02
  λ=1.000e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.047005e-02 | ‖ω‖₁=1.885047e+02
  λ=1.000e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.665397e-03 | ‖ω‖₁=1.781711e+02
  λ=1.000e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.677205e-03 | ‖ω‖₁=1.654784e+02
  λ=1.000e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.557044e-02 | ‖ω‖₁=1.531023e+02
  λ=1.000e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.031641e-03 | ‖ω‖₁=1.390952e+02
  λ=1.000e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.475136e-02 | ‖ω‖₁=1.250015e+02
  λ=1.000e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.449569e-02 | ‖ω‖₁=1.100060e+02
  λ=1.000e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.474069e-02 | ‖ω‖₁=9.496254e+01
  λ=1.000e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.618475e-02 | ‖ω‖₁=7.949575e+01
  λ=1.000e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.871379e-02 | ‖ω‖₁=6.403461e+01
  → at λ=1.000e-03:  r(λ)=200,  rel_err=2.563821e-02

-- Path iteration 2, λ = 1.200e-03   (r(λ) prev = 200)
  λ=1.200e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.124853e-01 | ‖ω‖₁=1.987549e+02
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.903044e-02 | ‖ω‖₁=1.856926e+02
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.066040e-03 | ‖ω‖₁=1.723337e+02
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.476105e-02 | ‖ω‖₁=1.563822e+02
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.787006e-02 | ‖ω‖₁=1.407271e+02
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.438068e-02 | ‖ω‖₁=1.233354e+02
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.943900e-02 | ‖ω‖₁=1.058570e+02
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.713602e-02 | ‖ω‖₁=8.757027e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.894057e-02 | ‖ω‖₁=6.927778e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.328982e-02 | ‖ω‖₁=5.066355e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.724300e-02 | ‖ω‖₁=3.217846e+01
  → at λ=1.200e-03:  r(λ)=200,  rel_err=3.092365e-02

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 200)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.851691e-01 | ‖ω‖₁=1.985309e+02
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.544869e-02 | ‖ω‖₁=1.823030e+02
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.211213e-02 | ‖ω‖₁=1.655799e+02
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.472524e-02 | ‖ω‖₁=1.458235e+02
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.870774e-02 | ‖ω‖₁=1.260854e+02
  λ=1.440e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.811811e-02 | ‖ω‖₁=1.046697e+02
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.256222e-02 | ‖ω‖₁=8.315956e+01
  λ=1.440e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.960301e-02 | ‖ω‖₁=6.100665e+01
  λ=1.440e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.215740e-02 | ‖ω‖₁=3.898656e+01
  λ=1.440e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.256586e-02 | ‖ω‖₁=2.337142e+01
  λ=1.440e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.872181e-02 | ‖ω‖₁=1.479462e+01
  → at λ=1.440e-03:  r(λ)=200,  rel_err=4.058302e-02

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 200)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.806452e-01 | ‖ω‖₁=1.983023e+02
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=7.269471e-02 | ‖ω‖₁=1.772170e+02
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.309276e-02 | ‖ω‖₁=1.553549e+02
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.833215e-02 | ‖ω‖₁=1.305880e+02
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.355520e-02 | ‖ω‖₁=1.058031e+02
  λ=1.728e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.992675e-02 | ‖ω‖₁=7.960005e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.044304e-02 | ‖ω‖₁=5.336973e+01
  λ=1.728e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.070829e-02 | ‖ω‖₁=2.699652e+01
  λ=1.728e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.672567e-02 | ‖ω‖₁=1.558661e+01
  λ=1.728e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=6.554632e-02 | ‖ω‖₁=8.868068e+00
  λ=1.728e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.908826e-02 | ‖ω‖₁=6.480586e+00
  → at λ=1.728e-03:  r(λ)=200,  rel_err=4.526033e-02

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 200)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.936955e-01 | ‖ω‖₁=1.979865e+02
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.887093e-02 | ‖ω‖₁=1.732449e+02
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.679988e-01 | ‖ω‖₁=1.462646e+02
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.374191e-02 | ‖ω‖₁=1.161074e+02
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.698185e-01 | ‖ω‖₁=8.574802e+01
  λ=2.074e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.542827e-02 | ‖ω‖₁=5.400259e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.880135e-02 | ‖ω‖₁=2.515642e+01
  λ=2.074e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=6.557992e-02 | ‖ω‖₁=1.301781e+01
  λ=2.074e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.037819e-02 | ‖ω‖₁=7.246114e+00
  λ=2.074e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.787411e-02 | ‖ω‖₁=6.107057e+00
  λ=2.074e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.180994e-02 | ‖ω‖₁=5.827318e+00
  → at λ=2.074e-03:  r(λ)=200,  rel_err=3.827368e-02

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 200)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.096419e-01 | ‖ω‖₁=1.976291e+02
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.570402e-02 | ‖ω‖₁=1.669448e+02
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.754265e-01 | ‖ω‖₁=1.331506e+02
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.270511e-02 | ‖ω‖₁=9.624195e+01
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.248139e-01 | ‖ω‖₁=5.869079e+01
  λ=2.488e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.726777e-02 | ‖ω‖₁=2.317396e+01
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=6.095308e-02 | ‖ω‖₁=1.045087e+01
  λ=2.488e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.565336e-02 | ‖ω‖₁=6.235645e+00
  λ=2.488e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.315876e-02 | ‖ω‖₁=5.831647e+00
  λ=2.488e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.942645e-02 | ‖ω‖₁=5.552683e+00
  λ=2.488e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.651433e-02 | ‖ω‖₁=5.326826e+00
  → at λ=2.488e-03:  r(λ)=200,  rel_err=3.580405e-02

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 200)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.003698e-01 | ‖ω‖₁=1.972237e+02
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.922918e-02 | ‖ω‖₁=1.594295e+02
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.848687e-01 | ‖ω‖₁=1.174009e+02
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.026551e-02 | ‖ω‖₁=7.230298e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.929846e-01 | ‖ω‖₁=2.720793e+01
  λ=2.986e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.822942e-02 | ‖ω‖₁=9.391399e+00
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.860970e-02 | ‖ω‖₁=6.160425e+00
  λ=2.986e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=4.159954e-02 | ‖ω‖₁=5.758078e+00
  λ=2.986e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.705856e-02 | ‖ω‖₁=5.465649e+00
  λ=2.986e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.502591e-02 | ‖ω‖₁=5.220961e+00
  λ=2.986e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.334960e-02 | ‖ω‖₁=5.008151e+00
  → at λ=2.986e-03:  r(λ)=200,  rel_err=3.424298e-02

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 200)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.333080e-01 | ‖ω‖₁=1.966377e+02
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.104348e-02 | ‖ω‖₁=1.503806e+02
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.660136e-01 | ‖ω‖₁=9.854689e+01
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.550364e-02 | ‖ω‖₁=4.378453e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.304713e-02 | ‖ω‖₁=1.093261e+01
  λ=3.583e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=5.487380e-02 | ‖ω‖₁=6.182061e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.190395e-02 | ‖ω‖₁=5.724039e+00
  λ=3.583e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.693859e-02 | ‖ω‖₁=5.387813e+00
  λ=3.583e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.355075e-02 | ‖ω‖₁=5.114169e+00
  λ=3.583e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.187427e-02 | ‖ω‖₁=4.875253e+00
  λ=3.583e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.053006e-02 | ‖ω‖₁=4.663176e+00
  → at λ=3.583e-03:  r(λ)=200,  rel_err=3.277508e-02

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 200)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.795991e-01 | ‖ω‖₁=1.960501e+02
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.663689e+00 | ‖ω‖₁=1.354756e+02
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=4.917503e-01 | ‖ω‖₁=7.110739e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.327838e-01 | ‖ω‖₁=1.145971e+01
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.461673e-01 | ‖ω‖₁=6.186058e+00
  λ=4.300e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.708428e-01 | ‖ω‖₁=5.663526e+00
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.240343e-01 | ‖ω‖₁=5.292088e+00
  λ=4.300e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.039635e-01 | ‖ω‖₁=4.984581e+00
  λ=4.300e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.880636e-01 | ‖ω‖₁=4.719254e+00
  λ=4.300e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.825747e-01 | ‖ω‖₁=4.480196e+00
  λ=4.300e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.764683e-01 | ‖ω‖₁=4.263217e+00
  → at λ=4.300e-03:  r(λ)=200,  rel_err=7.892887e-02

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 200)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.793844e-01 | ‖ω‖₁=1.953294e+02
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.662253e-01 | ‖ω‖₁=1.265774e+02
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.244538e-01 | ‖ω‖₁=4.922106e+01
